,n,m,A,A0,C1,g1,C2,Q,b,pile_up,width,depth,displacement,x_pileup,x_intersect,hys_width,fd-slope,x_fmax,hist_lowest,clength
0,0.7309574552668261,-0.754698332362405,1.702539995594132e-07,6.811322964762662e-07,182910.0,287.0,5976.0,-101.0,4.0,-1.14640334e-05,-4.585613360000002e-06,0.00427078409,4.30892754,0.0205154251,4.27547979,0.1758878199999998,0.8694487720473201,4.25556993,3.50164914,0.004631520000000222
1,1.856617232555156,-0.7176908026843151,1.30639942080028e-10,1.066783929660891e-06,215993.0,384.0,4216.0,-185.0,1.0,8.880292440000001e-05,3.5521169760000003e-05,0.00453663291,4.57276487,0.0197494086,4.54083633,0.12375020999999985,0.8203107034052668,4.51048613,3.84804726,0.007985589999999656
2,1.946327205368613,-0.7872238563317221,2.513563107561263e-10,2.70436708324525e-06,87597.0,359.0,5915.0,-214.0,2.0,0.000119503035,4.7801214e-05,0.00511151226,5.14578009,0.0223583523,5.11565161,0.3980703400000003,0.7263212926127077,5.09416437,4.2012496,0.018709180000000103
3,2.185730142295456,-0.6924475538469671,1.8577570286377772e-11,1.504394545014321e-06,107672.0,303.0,4515.0,-206.0,9.0,0.000211323291,8.452931640000001e-05,0.00518911844,5.22248316,0.0210533105,5.16170883,0.2927918399999996,0.7154049625723523,5.17189598,4.38326931,0.011137959999999223
4,1.822770090136032,-0.9473509272787852,3.837917763530498e-10,8.759943361310263e-07,197224.0,410.0,5139.0,-248.0,1.0,7.31011532e-05,2.924046128e-05,0.00459258305,4.6285615,0.0207034443,4.59689951,0.1915874500000001,0.8061857951054033,4.58951283,3.8652388999999996,0.0070047299999993476
5,0.7223393791757521,-0.605657070322657,3.601089463863925e-07,2.6909246129099784e-06,190292.0,447.0,2397.0,-162.0,2.0,0.000322118081,0.0001288472324,0.00521276658,5.24466562,0.0198641773,5.21623421,0.08749485000000058,0.7180774640609512,5.1526475,4.58591223,0.016030310000000547
6,0.6088870101107381,-0.5926772754234221,7.123592525861333e-08,2.6654593753863206e-07,200402.0,279.0,5895.0,-131.0,2.0,-2.01656003e-05,-8.06624012e-06,0.00413998682,4.1789093,0.0204675887,4.14477539,0.14776563000000031,0.8980697236712072,4.11994743,3.37712598,0.002232079999999748
7,2.4887580129780438,-0.94562027229218,6.752420561196818e-12,1.2766140280730336e-06,156360.0,334.0,2320.0,-130.0,4.0,0.000347781955,0.000139112782,0.0051188343200000005,5.15097523,0.0198338162,5.12233067,0.08913086999999997,0.7316587288089438,5.05700254,4.47665071,0.0124478400000001
8,2.497758147288604,-0.7940228838346881,4.9188255288690054e-12,1.974817153963302e-06,53067.0,302.0,2006.0,-194.0,6.0,0.000793337356,0.00031733494239999995,0.006491734179999999,6.51983166,0.0228553154,6.49462032,0.17246151000000065,0.5764594148023409,6.41849184,5.83129215,0.011880870000000598
9,2.9452732186563613,-0.910081162585072,1.0543300892790962e-13,4.816083547411541e-07,91674.0,515.0,5584.0,-175.0,2.0,0.000161020915,6.4408366e-05,0.005283290989999999,5.31735754,0.0229365248,5.28735113,0.43165064,0.6979284568827492,5.30140305,4.37902117,0.005227559999999798
10,2.201075478077723,-0.640538738173698,4.0639985336160494e-11,4.619299567235917e-06,68248.0,496.0,4670.0,-252.0,2.0,0.000255502964,0.00010220118559999999,0.00568197947,5.71364784,0.0232039578,5.68560696,0.4171528799999997,0.6529994489778941,5.66616106,4.81146049,0.028801439999999626
11,2.851065427878194,-0.9112939054370972,6.208613146088316e-14,1.511643560338849e-07,222768.0,314.0,4756.0,-274.0,10.0,8.22631991e-05,3.2905279639999996e-05,0.00442110933,4.45760536,0.0192127451,4.42545223,0.17045474000000027,0.8404656916752923,4.40232134,3.66434908,0.0023293500000001193
12,2.080917668930298,-0.8065727643671241,5.571268431559791e-11,1.337346348558744e-06,62305.0,476.0,3140.0,-115.0,2.0,0.000420349301,0.0001681397204,0.006001106460000001,6.03141975,0.0225955751,5.96518135,0.2335696199999999,0.6191193555378557,5.97623062,5.30885506,0.008468149999999675
13,0.820262494581237,-0.7961883173917961,3.8678514274343816e-07,2.311693561300758e-06,73376.0,349.0,4069.0,-192.0,7.0,0.000294013822,0.00011760552879999999,0.00572743453,5.75888777,0.0223345831,5.68873787,0.3510322600000002,0.6502476015419831,5.69014025,4.88800955,0.01877832000000001
14,1.1739029562910048,-0.931724333673852,2.41539157634287e-08,8.070619895923867e-07,115477.0,283.0,5172.0,-258.0,10.0,0.000161366785,6.454671400000001e-05,0.00504067633,5.07487631,0.0214326531,5.04474306,0.33687735,0.739185449809873,5.00550985,4.14084721,0.005613330000000083
15,2.0826777125155282,-0.84348341166034,9.153743238814552e-12,1.8776547538622833e-07,139542.0,396.0,5444.0,-228.0,6.0,0.000144664868,5.78659472e-05,0.004970334,5.00508833,0.0213739369,4.95340157,0.3504500400000001,0.7438803936364081,4.97391796,4.10091496,0.001404760000000671
16,1.7568863503105252,-0.8652526234875592,2.4563891332178906e-10,5.277079076199091e-07,151260.0,319.0,3986.0,-151.0,8.0,0.000174792644,6.991705760000001e-05,0.00487788115,4.91218662,0.0199608486,4.88182402,0.17556047000000066,0.7607021602394983,4.86392736,4.16899729,0.004023080000000512
17,1.558072702626018,-0.7542839075708822,3.590802828805453e-11,3.4368144394913144e-08,114530.0,295.0,5911.0,-195.0,2.0,7.031172570000001e-05,2.8124690280000013e-05,0.00472684158,4.76302576,0.0217050146,4.707089900000001,0.29142380000000045,0.7822978039822637,4.7296567000000005,3.8976903,0.00021934000000012333
18,1.9376193205542442,-0.5952020455263609,1.4436265907491382e-10,3.5293808457225635e-06,178095.0,323.0,4350.0,-131.0,10.0,0.000108596214,4.34384856e-05,0.00468123332,4.71634626,0.0198279247,4.68528414,0.15457535,0.7987020707285601,4.63251591,3.9635179,0.024916649999999763
19,1.130142523706886,-0.965952643858612,3.908793047013504e-08,8.35880626723632e-07,151928.0,396.0,2872.0,-314.0,9.0,0.000508668483,0.0002034673932,0.00560454139,5.63519573,0.0211350583,5.60790634,0.20873118,0.6657480393450609,5.5576582000000005,4.87825727,0.0062937700000000865
